soil_moisture,soil_ph,soil_nitrogen,avg_temperature,rainfall_mm,humidity,ndvi,evi,irrigation_level,fertilizer_kg,crop_yield_tph
24.980284918067397,6.388120158988648,43.858063234153335,28.498018742393747,668.7600746733546,71.70873528746982,0.48233136389275116,0.4831278226728932,4,95.26332980898542,3.7704065936365208
21.170414192972892,6.373292945808073,48.33400644335617,28.885704336908915,659.6653029549933,70.12255430631542,0.5934017223675754,0.5399589749547941,4,108.53646367107511,3.3509206656958153
25.886131228604157,5.702178413684992,44.83142726745829,29.225032075056536,488.88722158723124,65.68844933582636,0.6495565912448896,0.437641381702629,3,102.14789829510039,4.041184046512788
31.13817913844815,6.434954904149281,53.32501656335344,32.31401511576163,701.1417910469233,69.97473339152212,0.7379602693109629,0.3895903231992065,2,80.61535191747717,4.193747983389347
20.595079751659984,6.966414540910872,66.36614237754296,26.3847394202964,411.38842541927346,74.90841625492943,0.8428994791928254,0.3246620145861262,4,117.02648790214758,5.6790728114445885
20.595178258304916,5.962883940461602,42.747494114305546,26.03778552970569,528.414194393554,68.7383787102116,0.8032963132046117,0.4009987875189366,4,64.92787375658068,4.094824486196493
31.47527689304435,7.124241325525296,64.00984597322096,33.328169097500414,340.1277061943069,74.19767630230274,0.5784810241863017,0.42625010621204434,1,128.05311060280002,4.444734408286838
26.604608374917454,6.843887410542169,42.61993513183735,27.380743403415455,838.207712374794,61.63331221576953,0.6753945285401217,0.2929542341781443,1,72.60114470398435,3.365090751250811
19.183153684390287,6.232883339014481,41.82847345003739,24.579376262480267,587.5830708476586,63.961063488542955,0.7291650706443079,0.48371783428054305,3,108.69724855102439,4.393101611376968
25.25536026151579,6.529235181331076,61.82313542011856,27.302045202650454,923.3637648742836,62.65679496726025,0.68853514506642,0.37608688029530724,3,90.88092622592475,5.371324470962922
19.21949384312523,7.399160903820516,63.0632365360914,27.844815426645997,732.4129897127293,64.34868628207593,0.6876845728958046,0.478913267288096,2,83.09055499650847,4.465631696475866
19.205621478578458,6.966773906752932,62.21691924115185,34.44236954704018,682.7337498691434,82.87181046706091,0.5132708010414874,0.40912640303592124,4,128.93927306499552,3.9536586040461876
23.451773629396204,6.604391827449073,36.210431101382305,32.23689174331858,537.92812280066,77.26038793110361,0.5816719018632431,0.4337773354309845,1,113.57265277735868,3.1768599326186666
10.520318532053214,6.4811583415195075,46.40858826313539,33.016322158212844,473.5109950037612,59.230768813156544,0.6716472181032872,0.3538440631934954,2,93.5262167441997,3.5735937866893397
11.650493004921803,6.63830453522583,61.87586310403986,31.869907748213752,693.2160203455724,74.37498296408455,0.3488129190065805,0.38243077713476403,4,138.6292844914439,2.975490346879663
18.626274824554166,6.344118221028848,52.498502086766734,32.3118528506536,609.9880387017824,66.0941768735143,0.7968773184011825,0.46136336986895654,2,119.49372982623066,4.122398170087213
15.923013277993457,5.547625247140492,39.11568584563043,26.591712556968886,432.50215583205784,63.17615414528434,0.5552785080346716,0.39948014122093006,2,74.86306837663892,3.8348226917466595
23.885483995571644,7.621088955267365,57.4998152695053,28.304892456262806,407.6398216888354,55.14260534277493,0.8024205759918165,0.3216020787442264,3,38.49129262300691,3.962318924712548
16.551855546872734,6.6776624995997,43.422312892102354,25.53529640441758,485.7814779198983,79.71918693820244,0.7918699205365092,0.41892592440418236,4,97.67151245545048,4.458371707324673
13.526177791988252,6.799073632561268,73.53429818070654,28.263291893120382,874.9354115372723,56.36136850332861,0.6547568348265138,0.4408540013470721,2,129.5874513705585,4.9904461844239245
30.793892613529323,6.571046125061545,70.5380975490191,31.394367468271593,929.8589085215826,69.48036821990125,0.8400657990841844,0.5198310820537624,2,110.26626662486845,6.467231464346841
