soil_moisture,soil_ph,soil_nitrogen,avg_temperature,rainfall_mm,humidity,ndvi,evi,irrigation_level,fertilizer_kg,crop_yield_tph,kmeans_cluster,anomaly
24.9802849180674,6.388120158988648,43.858063234153335,28.498018742393747,668.7600746733546,71.70873528746982,0.4823313638927511,0.4831278226728932,4,95.26332980898542,3.7704065936365208,0,1
21.17041419297289,6.373292945808073,48.33400644335617,28.885704336908915,659.6653029549933,70.12255430631542,0.5934017223675754,0.5399589749547941,4,108.53646367107513,3.3509206656958157,0,1
25.88613122860416,5.702178413684992,44.83142726745829,29.225032075056536,488.8872215872312,65.68844933582636,0.6495565912448896,0.437641381702629,3,102.1478982951004,4.041184046512788,0,1
31.13817913844815,6.434954904149281,53.32501656335344,32.31401511576163,701.1417910469233,69.97473339152212,0.7379602693109629,0.3895903231992065,2,80.61535191747717,4.193747983389347,1,1
20.595079751659984,6.966414540910872,66.36614237754296,26.3847394202964,411.3884254192735,74.90841625492943,0.8428994791928254,0.3246620145861262,4,117.02648790214758,5.6790728114445885,2,1
20.59517825830492,5.962883940461602,42.747494114305546,26.03778552970569,528.414194393554,68.7383787102116,0.8032963132046117,0.4009987875189366,4,64.92787375658068,4.094824486196493,0,1
31.47527689304435,7.124241325525296,64.00984597322096,33.328169097500414,340.1277061943069,74.19767630230274,0.5784810241863017,0.4262501062120443,1,128.05311060280002,4.444734408286838,3,1
26.60460837491745,6.843887410542169,42.61993513183735,27.38074340341545,838.207712374794,61.63331221576953,0.6753945285401217,0.2929542341781443,1,72.60114470398435,3.365090751250811,3,1
19.183153684390287,6.232883339014481,41.82847345003739,24.579376262480267,587.5830708476586,63.96106348854296,0.7291650706443079,0.483717834280543,3,108.6972485510244,4.393101611376968,0,1
25.25536026151579,6.529235181331076,61.82313542011856,27.30204520265045,923.3637648742836,62.65679496726025,0.68853514506642,0.3760868802953072,3,90.88092622592475,5.371324470962922,0,1
19.21949384312523,7.399160903820516,63.0632365360914,27.844815426646,732.4129897127293,64.34868628207593,0.6876845728958046,0.478913267288096,2,83.09055499650847,4.465631696475866,3,1
19.205621478578458,6.966773906752932,62.21691924115185,34.44236954704018,682.7337498691434,82.87181046706091,0.5132708010414874,0.4091264030359212,4,128.93927306499552,3.953658604046188,2,1
23.451773629396204,6.604391827449073,36.21043110138231,32.23689174331858,537.92812280066,77.26038793110361,0.5816719018632431,0.4337773354309845,1,113.57265277735868,3.1768599326186666,3,1
10.520318532053214,6.481158341519508,46.40858826313539,33.016322158212844,473.5109950037612,59.230768813156544,0.6716472181032872,0.3538440631934954,2,93.5262167441997,3.57359378668934,1,1
11.650493004921804,6.63830453522583,61.87586310403986,31.869907748213752,693.2160203455724,74.37498296408455,0.3488129190065805,0.382430777134764,4,138.6292844914439,2.975490346879663,0,-1
18.62627482455417,6.344118221028848,52.498502086766734,32.3118528506536,609.9880387017824,66.0941768735143,0.7968773184011825,0.4613633698689565,2,119.49372982623066,4.122398170087213,1,1
15.923013277993457,5.547625247140492,39.11568584563043,26.591712556968886,432.5021558320578,63.17615414528434,0.5552785080346716,0.39948014122093,2,74.86306837663892,3.83482269174666,1,1
23.885483995571644,7.621088955267365,57.4998152695053,28.30489245626281,407.6398216888354,55.14260534277493,0.8024205759918165,0.3216020787442264,3,38.49129262300691,3.962318924712548,2,1
16.551855546872734,6.6776624995997,43.422312892102354,25.53529640441758,485.7814779198983,79.71918693820244,0.7918699205365092,0.4189259244041823,4,97.67151245545048,4.458371707324673,2,1
13.526177791988252,6.799073632561268,73.53429818070654,28.263291893120385,874.9354115372723,56.36136850332861,0.6547568348265138,0.4408540013470721,2,129.5874513705585,4.9904461844239245,0,1
30.793892613529323,6.571046125061545,70.5380975490191,31.394367468271597,929.8589085215826,69.48036821990125,0.8400657990841844,0.5198310820537624,2,110.26626662486844,6.467231464346841,0,1
20.645342197080787,6.232441599637705,59.249169116266806,29.471041496842865,648.6984806232474,60.53688754275132,0.809183681390992,0.5022042614927578,2,134.34909303583638,4.894739633270064,1,1
